"company","url","date","author","author_url","cover","name","play_fre"
"Orchard","http://music.taihe.com/album/308459877","2012-03-06","Brian Tyler","http://music.taihe.com/artist/201170","http://qukufile2.qianqian.com/data2/pic/a5dd7c5681492bb71c50a26ebf47a7e2/308459891/308459891.jpg","Transformers Prime (Music from the Animated Series)","9"
"Lakeshore","http://music.taihe.com/album/308466859","2012-06-19","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/e94c1d248859ffffaa60cbbcffc5e59f/308466877/308466877.jpg","Seeking a Friend for the End of the World (Original Motion Picture Soundtrack)","0"
"Red","http://music.taihe.com/album/308475494","2013-10-08","Joe Nichols","http://music.taihe.com/artist/9936","http://qukufile2.qianqian.com/data2/pic/594088a93e6faf1f1fb259479d0747ec/308475510/308475510.jpg","Crickets","1"
"Orchard","http://music.taihe.com/album/308560906","不详","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/68703314715ccf1fd7048dc5bf34e144/308560928/308560928.jpg","47 Temas de Películas","3"
"Orchard","http://music.taihe.com/album/308759464","2012-10-13","Black Hole Sun","http://music.taihe.com/artist/239616661","http://qukufile2.qianqian.com/data2/pic/04c3b42c60e05b0d795639a0fbe0023a/308759495/308759495.jpg","Hysteria: Tribute to Muse","1"
"欧乐文化","http://music.taihe.com/album/308870114","2017-01-04","刘宜","http://music.taihe.com/artist/211280658","http://qukufile2.qianqian.com/data2/pic/55035190062d771fef843b987b639b63/308870176/308870176.jpg","雨","1"
"Orchard","http://music.taihe.com/album/308903392","不详","The Hit Co.","http://music.taihe.com/artist/232934749","http://qukufile2.qianqian.com/data2/pic/6d7aa10d2f232ebd5de36cd249582779/308903422/308903422.jpg","Hip-Hop and Rap Hits, Vol. 5","0"
"环球唱片","http://music.taihe.com/album/30911852","2012-11-30","王心凌","http://music.taihe.com/artist/1063","http://qukufile2.qianqian.com/data2/pic/7219ef579d14b7dd4dcdbf0a6c54567b/30911852/30911852.jpg","爱不爱","53"
"威肯互动","http://music.taihe.com/album/309133802","2017-01-05","王野","http://music.taihe.com/artist/6074","http://qukufile2.qianqian.com/data2/pic/ab0e540354955f7ffc044471c18d6781/309133869/309133869.jpg","我可以","15"
"Orchard","http://music.taihe.com/album/309240079","不详","Karaoke - Ameritz","http://music.taihe.com/artist/232694093","http://qukufile2.qianqian.com/data2/pic/268cf24be17c63f50a4cb0f63043a094/309240103/309240103.jpg","Karaoke Hits from the 2000's, Vol. 19","0"
"亚神音乐","http://music.taihe.com/album/30929809","2012-11-14","棉花糖","http://music.taihe.com/artist/1572","http://qukufile2.qianqian.com/data2/pic/2a2b78bb24a5e0929e760e7b00f9e762/30929809/30929809.jpg","不被了解的怪人","1"
"千和世纪","http://music.taihe.com/album/30931283","2016-10-27","蒋蒋","http://music.taihe.com/artist/3050447","http://qukufile2.qianqian.com/data2/pic/508d3b4b4b95ba5253fbb047cb3b617b/274982122/274982122.jpg","蒋先声","22"
"华宇世博","http://music.taihe.com/album/30936985","2012-11-02","goldEN","http://music.taihe.com/artist/29062132","http://qukufile2.qianqian.com/data2/pic/95b2f23991e8a0c20910d3827935dd90/30936985/30936985.jpg","足金金猴","0"
"Orchard","http://music.taihe.com/album/309834981","2014-12-12","Euphoria","http://music.taihe.com/artist/9307","http://qukufile2.qianqian.com/data2/pic/7f04bf4fa7a7a6b346422025349d1aef/309835013/309835013.jpg","Ambient Apparition, Vol. 2","0"
"Orchard","http://music.taihe.com/album/310113144","2013-10-18","Mooncake","http://music.taihe.com/artist/1298864","http://qukufile2.qianqian.com/data2/pic/bdb01101cb01d1bf94cac8d7587f2e02/310113178/310113178.jpg","Zaris","0"
"Magic","http://music.taihe.com/album/310151457","2014-02-01","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/17f7c7f6b9563503c622451e34e1e1a3/607799021/607799021.jpg","Ultimate Valentine's Day Collection","0"
"Orchard","http://music.taihe.com/album/310361901","2016-10-17","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/4df0e42eab2bd32e52a7ee53ffc1b0d9/310362028/310362028.jpg","Spine-Chilling Halloween Music","0"
"Tim","http://music.taihe.com/album/310418238","2011-12-06","Tim Halperin","http://music.taihe.com/artist/87953852","http://qukufile2.qianqian.com/data2/pic/6e6dad33163cd82ee7b206f10b97b2fa/310418258/310418258.jpg","Rise and Fall","0"
"环球唱片","http://music.taihe.com/album/31068048","2013-04-02","The Band Perry","http://music.taihe.com/artist/993298","http://qukufile2.qianqian.com/data2/pic/89271706/89271706.jpg","Better Dig Two","15"
"环球唱片","http://music.taihe.com/album/31079187","2012-11-08","McFly","http://music.taihe.com/artist/177827","http://qukufile2.qianqian.com/data2/music/CA9D7FD38395AC562262F9EFF091984F/254148186/254148186.jpg","Love Is Easy","6"
"SONY","http://music.taihe.com/album/31087317","2012-11-05","Tom Tykwer","http://music.taihe.com/artist/97468","http://qukufile2.qianqian.com/data2/music/B8F2274D21098877B03020ADB37F0D53/254035933/254035933.jpg","Cloud Atlas","2"
"SONY","http://music.taihe.com/album/31088894","2012-11-12","One Direction","http://music.taihe.com/artist/2375465","http://qukufile2.qianqian.com/data2/music/349503726AF54F1BD07204BADED52872/253810798/253810798.jpg","Take Me Home:  Yearbook Edition","2"
"乐华文化","http://music.taihe.com/album/311115021","2017-01-19","贾乃亮","http://music.taihe.com/artist/232949589","http://qukufile2.qianqian.com/data2/pic/c33cbede8b6530476f06eba2cec1d2d6/311115022/311115022.jpg","东北味儿","79"
"北京乐享天承文化传媒有限公司","http://music.taihe.com/album/31113357","2013-04-01","夏天Alex","http://music.taihe.com/artist/8865311","http://qukufile2.qianqian.com/data2/pic/89275518/89275518.jpg","碎梦","6"
"上海好靓","http://music.taihe.com/album/31167279","2012-07-01","好妹妹","http://music.taihe.com/artist/31514359","http://qukufile2.qianqian.com/data2/pic/5cf07588fbc7680db5e9cafcca6e4ee0/31167279/31167279.jpg","春生","472"
"环球唱片","http://music.taihe.com/album/31167535","2012-11-12","Lana Del Rey","http://music.taihe.com/artist/1734024","http://qukufile2.qianqian.com/data2/pic/43998223/43998223.jpg","Born To Die","6"
"LEEWAY","http://music.taihe.com/album/311679488","2004-02-24","Lee Dong June","http://music.taihe.com/artist/239663875","http://qukufile2.qianqian.com/data2/pic/55424e70c30a4dd7eb5a69c2a5043133/311679514/311679514.jpg","태극기 휘날리며 Taegukgi (Original Movie Soundtrack)","1"
"Orchard","http://music.taihe.com/album/311791734","2010-05-08","Angel's music box","http://music.taihe.com/artist/239675287","http://qukufile2.qianqian.com/data2/pic/87d202510fe6be78bdfc56d04780b17d/311791749/311791749.jpg","Lion King","1"
"英皇唱片","http://music.taihe.com/album/31199665","2012-11-15","洪卓立","http://music.taihe.com/artist/1420","http://qukufile2.qianqian.com/data2/pic/f40d2d58e7bc67b4108b8075e46086a4/31199665/31199665.jpg","Neway Music Live X 洪卓立音乐会","1"
"Orchard","http://music.taihe.com/album/312075724","2007-01-08","This Will Destroy You","http://music.taihe.com/artist/88029537","http://qukufile2.qianqian.com/data2/pic/66dbdb7008013fa006b97fb017cec1e9/312075737/312075737.jpg","S/T","2"
"环球唱片","http://music.taihe.com/album/31214296","2009-04-30","Keyshia Cole","http://music.taihe.com/artist/356069","http://qukufile2.qianqian.com/data2/pic/89283623/89283623.jpg","Just Like You","7"
"Orchard","http://music.taihe.com/album/312145562","2010-01-15","Study Music","http://music.taihe.com/artist/239630270","http://qukufile2.qianqian.com/data2/pic/43b7c40314b6281444e4bf269d53124c/312145584/312145584.jpg","Nature Sounds for Concentration - Jungle","0"
"环球唱片","http://music.taihe.com/album/31214849","2012-11-19","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/89283733/89283733.jpg","Dinner Party: 111 Pieces Of Classical Music For Entertaining","8"
"Orchard","http://music.taihe.com/album/312190599","2015-01-06","Mario Adnet","http://music.taihe.com/artist/239706277","http://qukufile2.qianqian.com/data2/pic/91fcaa7e45baf586ed1285ce7d10faf9/312190618/312190618.jpg","Pedra Bonita","1"
"Orchard","http://music.taihe.com/album/312494869","2012-01-12","Dan Redfeld","http://music.taihe.com/artist/239727369","http://qukufile2.qianqian.com/data2/pic/63b9f261f254d677c66cdcc54ea093d5/312494883/312494883.jpg","Bella's Lullaby - From The Twilight Saga by Carter Burwell","0"
"Orchard","http://music.taihe.com/album/312505382","2012-11-23","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/0973fa3526077a467ff82ce3da05c88f/312505398/312505398.jpg","Mandatory Trap Music","0"
"海蝶音乐","http://music.taihe.com/album/31251778","2012-12-26","东南","http://music.taihe.com/artist/31838027","http://qukufile2.qianqian.com/data2/pic/e41bdf48b36287ee5ab84ecc37542b5d/556262212/556262212.jpg","东南","13"
"SONY","http://music.taihe.com/album/31251918","2012-11-27","Alicia Keys","http://music.taihe.com/artist/104674","http://qukufile2.qianqian.com/data2/pic/89289874/89289874.jpg","Girl On Fire","2"
"华谊兄弟","http://music.taihe.com/album/31252067","2012-11-20","牛奶咖啡","http://music.taihe.com/artist/1445","http://qukufile2.qianqian.com/data2/pic/2f6effc0e06638fe64e822b6a2090ee4/31252067/31252067.jpg","你不能爱我","21"
"SONY","http://music.taihe.com/album/31252311","2012-11-30","JPM","http://music.taihe.com/artist/1132142","http://qukufile2.qianqian.com/data2/pic/89289943/89289943.jpg","365","1"
"Orchard","http://music.taihe.com/album/312546767","2010-12-16","The Mick Lloyd Connection","http://music.taihe.com/artist/239730974","http://qukufile2.qianqian.com/data2/pic/911136a5f02a1a90b5de509274cd49a0/312546776/312546776.jpg","Rascal Flatt's 10 #1's Tribute","0"
"福茂唱片","http://music.taihe.com/album/31260383","2012-12-07","郭静","http://music.taihe.com/artist/1401","http://qukufile2.qianqian.com/data2/pic/89290236/89290236.jpg","我们都能幸福着","5"
"不详","http://music.taihe.com/album/31260663","2001-01-10","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/599f46165609530530e1b9be73b0be02/31260663/31260663.jpg","1哥滚石2000年国台语双赢总霸主","0"
"滚石唱片","http://music.taihe.com/album/31266524","1998-10-27","半野喜弘","http://music.taihe.com/artist/87983373","http://qukufile2.qianqian.com/data2/pic/e88e58007e141d8ad95c933b4c924f56/31266524/31266524.jpg","海上花电影原声带","0"
"Orchard","http://music.taihe.com/album/312838231","2010-05-18","Jon The Dentist","http://music.taihe.com/artist/232743943","http://qukufile2.qianqian.com/data2/pic/e71aecf26aad5dfd286f05f109e9370a/312838240/312838240.jpg","Damn Trance (Continuous DJ Mix by Jon the Dentist)","0"
"Orchard","http://music.taihe.com/album/312941401","2010-10-18","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/d460a655ef4866c2115b9e98aa83bc8a/312941419/312941419.jpg","America's No. 1s of the '50s","0"
"Orchard","http://music.taihe.com/album/312968085","2010-12-14","Déjà Vu","http://music.taihe.com/artist/395983","http://qukufile2.qianqian.com/data2/pic/d294fd243491aef98d99858586d6073c/312968103/312968103.jpg","Tribute to Spice Girl Melanie C","0"
"Orchard","http://music.taihe.com/album/313040988","2011-03-16","Vince Benedetti","http://music.taihe.com/artist/239926550","http://qukufile2.qianqian.com/data2/pic/60a608ca591a774a8f2e76afd7f12422/313041003/313041003.jpg","Joyful Sadness / The Music of Vince Benedetti","0"
"不详","http://music.taihe.com/album/31304982","2012-10-19","杨千嬅","http://music.taihe.com/artist/1085","http://qukufile2.qianqian.com/data2/pic/2f22f6a4186c7c379f741defe9ecb97e/585022148/585022148.jpg","金牌10年精选系列","0"
"颂今音乐","http://music.taihe.com/album/31305362","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/9556b6c4e681fe5b33fd7c8d2e9a5b59/265694091/265694091.jpg","048、儿歌曲库-十二生肖祝福歌","8"
"Orchard","http://music.taihe.com/album/313151170","2011-07-26","The Fortunes","http://music.taihe.com/artist/10141","http://qukufile2.qianqian.com/data2/pic/6c63979534485bf9fae3226cc10eac44/313151177/313151177.jpg","The Fortunes: Essentials","0"
"RCA","http://music.taihe.com/album/31316788","2012-09-11","P!nk","http://music.taihe.com/artist/717435","http://qukufile2.qianqian.com/data2/pic/1b400dc16b7d148160cb459111e7696a/285090161/285090161.jpg","Try","28"
"Orchard","http://music.taihe.com/album/313234455","2011-11-14","Paul Mauriat","http://music.taihe.com/artist/459465","http://qukufile2.qianqian.com/data2/pic/0dadded2dfc21da220ab279384e098ec/313234466/313234466.jpg","Paul Mauriat. Grandes Exitos 2","5"
"华谊兄弟","http://music.taihe.com/album/31326526","2012-11-22","姚贝娜","http://music.taihe.com/artist/8007","http://qukufile2.qianqian.com/data2/pic/d4b380b22869e3e1411c1bcbcbf96ee1/264931826/264931826.jpg","生命的河","16"
"Orchard","http://music.taihe.com/album/313410266","2012-05-22","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/d2ea04c3b42aa4b35f2535187bfa8e4c/313410280/313410280.jpg","Baladas Inolvidables. Música Romántica de Siempre Vol. 1","1"
"Orchard","http://music.taihe.com/album/313450948","2011-02-05","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/fa18f1b542d6254ac5197307101a23e6/313450956/313450956.jpg","Summer to Fall in Love","0"
"StreetVoice","http://music.taihe.com/album/31363614","2011-12-04","赵雷","http://music.taihe.com/artist/90654808","http://qukufile2.qianqian.com/data2/pic/f959183168dc332748f1677f4c996e08/31363614/31363614.jpg","赵小雷","120"
"Orchard","http://music.taihe.com/album/313662319","2012-11-15","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/c3086a0f0b30e571be787aae3a8d421c/313662328/313662328.jpg","Essential Bluegrass, Vol. 3","0"
"Orchard","http://music.taihe.com/album/313688972","2008-06-02","monolake","http://music.taihe.com/artist/87975513","http://qukufile2.qianqian.com/data2/pic/2386cc014b66550629379e5c84be0d92/553708076/553708076.jpg","Hongkong Remastered","1"
"SONY","http://music.taihe.com/album/31373307","2010-10-25","Joe McElderry","http://music.taihe.com/artist/34601575","http://qukufile2.qianqian.com/data2/pic/89305384/89305384.jpg","Wide Awake","1"
"SONY","http://music.taihe.com/album/31377624","2012-11-19","Danny Elfman","http://music.taihe.com/artist/831411","http://qukufile2.qianqian.com/data2/pic/89305732/89305732.jpg","Silver Linings Playbook","0"
"不详","http://music.taihe.com/album/31381376","2010-12-13","Michael Jackson","http://music.taihe.com/artist/83626","http://qukufile2.qianqian.com/data2/pic/89306204/89306204.jpg","Michael","17"
"环球唱片","http://music.taihe.com/album/313965","2008-04-18","Lifehouse","http://music.taihe.com/artist/176920","http://qukufile2.qianqian.com/data2/music/4157FC8CBEF2AB5948BCA3364D8A00A2/252287122/252287122.jpg","Lifehouse","12"
"SONY","http://music.taihe.com/album/31412559","2009-06-08","Esa-Pekka Salonen","http://music.taihe.com/artist/219580","http://qukufile2.qianqian.com/data2/music/85DA53805E2C2810CB5EA6E24F82DAEA/254158947/254158947.jpg","Prokofiev: Romeo & Juliet - Highlights","0"
"环球唱片","http://music.taihe.com/album/31417088","2012-12-03","Florida Georgia Line","http://music.taihe.com/artist/35326376","http://qukufile2.qianqian.com/data2/pic/89310962/89310962.jpg","Here's To The Good Times","12"
"Orchard","http://music.taihe.com/album/314250079","1998-05-26","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/65b0fcb14544ec3aa6ed4f13371d2280/314250089/314250089.jpg","Feel the Buzz: No Pain","1"
"英皇唱片","http://music.taihe.com/album/31430278","2001-07-24","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/34bf77d76a2bdd0049ea7ec8240fb9e4/611786649/611786649.jpeg","娓娓之音","28"
"SONY","http://music.taihe.com/album/31439470","2012-11-26","Bic Runga","http://music.taihe.com/artist/87998687","http://qukufile2.qianqian.com/data2/music/A13DE979A1AAB73C022C6E404412A555/253942090/253942090.jpg","Anthology","0"
"Orchard","http://music.taihe.com/album/314466071","2014-02-25","Life of the Party","http://music.taihe.com/artist/239728067","http://qukufile2.qianqian.com/data2/pic/ffae3a13522ba173a6636f158d366a52/314466094/314466094.jpg","The Whole Package","0"
"Orchard","http://music.taihe.com/album/314623824","2014-06-25","The Cup","http://music.taihe.com/artist/239939671","http://qukufile2.qianqian.com/data2/pic/26e18ea99f2dc585bced864ec6ba9b3b/314623850/314623850.jpg","Cups","2"
"SONY","http://music.taihe.com/album/31472263","1993-06-07","Leonard Cohen","http://music.taihe.com/artist/212178","http://qukufile2.qianqian.com/data2/pic/656e48b8295bb5c12acac5f2914da83e/560590136/560590136.jpg","I'm Your Man","15"
"SONY","http://music.taihe.com/album/31489412","2007-03-27","Natasha Bedingfield","http://music.taihe.com/artist/177877","http://qukufile2.qianqian.com/data2/music/9A09D8CEBE6486596CCD08ED36F5A1F5/253917656/253917656.jpg","Live In New York City","0"
"Orchard","http://music.taihe.com/album/314905998","2007-08-01","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/192dea01cfe5b0af146ccf680547a6eb/314906007/314906007.jpg","100 Vintage Legends","0"
"Orchard","http://music.taihe.com/album/314960411","2015-02-02","Meditation Spa","http://music.taihe.com/artist/232682841","http://qukufile2.qianqian.com/data2/pic/1b2c52d095ec0e0ddad651d0ba87daf8/314960421/314960421.jpg","Calming Background Music for Relaxing and Meditation","3"
"杰威尔JVR音乐有限公司","http://music.taihe.com/album/31496572","2012-12-28","周杰伦","http://music.taihe.com/artist/7994","http://qukufile2.qianqian.com/data2/pic/4a1cf07008d77538e523f065155d6188/31496572/31496572.jpg","十二新作","181"
"Orchard","http://music.taihe.com/album/315380158","2012-08-31","Helena Vondrá?ková","http://music.taihe.com/artist/239729252","http://qukufile2.qianqian.com/data2/pic/fdf0a4a8bc17a4c31c4f8129bf45bb86/315380165/315380165.jpg","Helena (nejen) o lásce","0"
"SONY","http://music.taihe.com/album/31570948","1987-10-27","George Jones","http://music.taihe.com/artist/215157","http://qukufile2.qianqian.com/data2/pic/66200ea0ed86473132d6ebcce795c207/564512776/564512776.jpg","George Jones Collections","0"
"环球唱片","http://music.taihe.com/album/315749329","2017-02-14","田馥甄","http://music.taihe.com/artist/5564","http://qukufile2.qianqian.com/data2/pic/6565856ec3a56290d0e44259d872ab09/315749330/315749330.jpg","美女与野兽","121"
"SONY","http://music.taihe.com/album/31593566","2010-07-05","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/757190d91b38f86d62e9cd2dd0e65391/562287872/562287872.jpg","Classical 111","3"
"SONY","http://music.taihe.com/album/31601414","2008-10-16","Jim Reeves","http://music.taihe.com/artist/212095","http://qukufile2.qianqian.com/data2/music/A6E15F57DE2644D1CC3BFB2478FD6AA4/253976804/253976804.jpg","Talkin' To Your Hear/A Touch of Velvet","1"
"环球唱片","http://music.taihe.com/album/316037","2006-02-02","Marianne Faithfull","http://music.taihe.com/artist/708337","http://qukufile2.qianqian.com/data2/music/CEE8507C4565482B1BC6AAD799AF0039/252226681/252226681.jpg","The Collection","4"
"环球唱片","http://music.taihe.com/album/316048","2009-12-03","Jackson 5","http://music.taihe.com/artist/10355","http://qukufile2.qianqian.com/data2/music/4A2DB5AE03B11D808898827CBD4BAD1E/252262497/252262497.jpg","Maybe Tomorrow","0"
"SONY","http://music.taihe.com/album/31607867","1996-04-21","Keith Whitley","http://music.taihe.com/artist/87908375","http://qukufile2.qianqian.com/data2/music/37B17289B46E179DC3B6620463F6CC58/253949710/253949710.jpg","A Tribute Album","0"
"环球唱片","http://music.taihe.com/album/316226342","2017-02-23","Zedd","http://music.taihe.com/artist/66079129","http://qukufile2.qianqian.com/data2/pic/1136feb9c04bcd8109eee03811429749/316226343/316226343.jpg","Stay","18"
"Orchard","http://music.taihe.com/album/316428861","2013-10-15","Johann Sebastian Bach","http://music.taihe.com/artist/9932","http://qukufile2.qianqian.com/data2/pic/ae6413d4932412f5b008baa6f9598044/316428890/316428890.jpg","Maria Teresa Assing","0"
"Pop","http://music.taihe.com/album/316548709","2016-02-22","牟茗","http://music.taihe.com/artist/239558199","http://qukufile2.qianqian.com/data2/pic/6550b821bf4506d4cf9cdd4c63805be4/316548724/316548724.jpg","我有罪","0"
"SONY","http://music.taihe.com/album/31687208","2011-01-31","JD Samson & MEN","http://music.taihe.com/artist/232682626","http://qukufile2.qianqian.com/data2/music/8EB2A8C4E7F9E397F4E7A12EB613F317/254242197/254242197.jpg","Talk About Body","0"
"Orchard","http://music.taihe.com/album/316923456","2013-03-01","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/8edfcd9aa7e50f212afa5aab96103296/316923487/316923487.jpg","Amazing Grace","11"
"Orchard","http://music.taihe.com/album/316969000","2007-02-08","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/0d8ceb03573d68074e2785aef7c88727/316969018/316969018.jpg","Bachatahits 2006","0"
"Orchard","http://music.taihe.com/album/317002478","2011-01-05","泽野弘之","http://music.taihe.com/artist/88030215","http://qukufile2.qianqian.com/data2/pic/2c196bbcc1e3d41e66df77055c9e359b/317002503/317002503.jpg","RenzokudoramaW Marks No Yama Original Soundtrack","7"
"Orchard","http://music.taihe.com/album/317021527","不详","Manga Project","http://music.taihe.com/artist/239676371","http://qukufile2.qianqian.com/data2/pic/bb88aa15fea353c12fb70212971a813f/317021535/317021535.jpg","Manga Toriiii!! 9","0"
"Orchard","http://music.taihe.com/album/317023933","2011-10-26","IWAO","http://music.taihe.com/artist/239676702","http://qukufile2.qianqian.com/data2/pic/c511c92d5a88eefce4a8a9fd9004246e/317023954/317023954.jpg","UKULELE CINEMA PARADISE SERIES Vol.1","0"
"Orchard","http://music.taihe.com/album/317030794","2012-04-06","HiroyukiSawano","http://music.taihe.com/artist/239960783","http://qukufile2.qianqian.com/data2/pic/8c86e60a0a4d1e09ea9bed3d2b29bb42/317030816/317030816.jpg","Renzokudoramawsuiteiyuzai OriginalSoundtrack","0"
"Orchard","http://music.taihe.com/album/317048448","2009-12-16","Pia-no-jac","http://music.taihe.com/artist/239675548","http://qukufile2.qianqian.com/data2/pic/6d96c31d43e14a89fb36f87ea5b7d2d2/317048468/317048468.jpg","Eat A Classic 2","0"
"MIC","http://music.taihe.com/album/317059865","2010-09-06","Angel's music box","http://music.taihe.com/artist/239675287","http://qukufile2.qianqian.com/data2/pic/927231249a4e13f98d30abaf33b0f253/593786213/593786213.jpg","Big Hit Chart Vol.ii","0"
"Orchard","http://music.taihe.com/album/317072402","2005-01-01","Mike Silver","http://music.taihe.com/artist/232717564","http://qukufile2.qianqian.com/data2/pic/4998f2b557365cab7254cd93638254b0/317072419/317072419.jpg","Heaven In Mind","1"
"Orchard","http://music.taihe.com/album/317153410","2006-02-05","Jeniferever","http://music.taihe.com/artist/88027033","http://qukufile2.qianqian.com/data2/pic/84cc35893ba34c36dd0017441f022bd1/317153425/317153425.jpg","Choose a Bright Morning","0"
"PMI","http://music.taihe.com/album/317221114","2014-06-30","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/pic/b74c967898accb4474cef70a1e8301bd/317221141/317221141.jpg","Like, Tag, Poke, Check In - The Album","3"
"Orchard","http://music.taihe.com/album/317350635","1987-01-01","Glenn Medeiros","http://music.taihe.com/artist/87972958","http://qukufile2.qianqian.com/data2/pic/948a185b6c2d2a9a4cccf756a9021a45/317350648/317350648.jpg","Glenn Medeiros","1"
"Orchard","http://music.taihe.com/album/317558920","2011-04-26","Should","http://music.taihe.com/artist/87914442","http://qukufile2.qianqian.com/data2/pic/97f118af2313cf56e25516555b53d9ec/545318975/545318975.jpg","Like a Fire Without Sound","2"
"Orchard","http://music.taihe.com/album/317747153","2001-05-22","The Album Leaf","http://music.taihe.com/artist/87974157","http://qukufile2.qianqian.com/data2/pic/a4fd32e89c38fd747c2fe34d666e00b2/317747170/317747170.jpg","One Day I'll Be On Time","2"
"Orchard","http://music.taihe.com/album/317748852","2007-04-03","Fada J","http://music.taihe.com/artist/239914535","http://qukufile2.qianqian.com/data2/pic/4943d480140f9c0dd2879096cdf48c6a/317748876/317748876.jpg","2 Young Ta Die","1"
"Orchard","http://music.taihe.com/album/317802356","2006-10-09","Lilyjets","http://music.taihe.com/artist/87907029","http://qukufile2.qianqian.com/data2/pic/d8123649a424ac0bb29167b4242c0c7d/610723405/610723405.jpg","3rd Floor","0"
"Cosmos","http://music.taihe.com/album/317802608","2015-05-01","Cir.Cuz","http://music.taihe.com/artist/232929911","http://qukufile2.qianqian.com/data2/pic/d3164563fb9b8daf5b1d9ac062cdc27c/593747458/593747458.jpg","Hjertet mitt slår","0"
"Orchard","http://music.taihe.com/album/317803294","2015-05-18","Lucas Nord","http://music.taihe.com/artist/232763834","http://qukufile2.qianqian.com/data2/pic/ee10e4574c3cb2646afc2e8a9f3aa78c/317803301/317803301.jpg","After You","0"
"Orchard","http://music.taihe.com/album/317814684","2011-05-30","The City of Prague Philharmonic Orchestra","http://music.taihe.com/artist/338420","http://qukufile2.qianqian.com/data2/pic/c3e4e6a78566df3a686c9d655db901b3/610225938/610225938.jpg","Film Music of Hans Zimmer Vol.2","3"
"Orchard","http://music.taihe.com/album/317817850","2012-02-20","The City of Prague Philharmonic Orchestra","http://music.taihe.com/artist/338420","http://qukufile2.qianqian.com/data2/pic/2ab52498622bf2bb79158d3051f52c4c/610226117/610226117.jpg","100 Greatest Film Themes","29"
"Orchard","http://music.taihe.com/album/317842481","2008-03-23","Fay Claassen","http://music.taihe.com/artist/87961450","http://qukufile2.qianqian.com/data2/pic/440bf9d7968fc9ffb00c9ca7e1338a4f/317842497/317842497.jpg","Rhythms & Rhymes","0"
"Orchard","http://music.taihe.com/album/317954379","2010-01-15","Study Music","http://music.taihe.com/artist/239630270","http://qukufile2.qianqian.com/data2/pic/73ea28785b4222b401fda0c989d2bd08/317954461/317954461.jpg","Nature Sounds for Concentration – Cottage by Night","0"
"ECR","http://music.taihe.com/album/318037014","2006-10-24","Blake Morgan","http://music.taihe.com/artist/239691700","http://qukufile2.qianqian.com/data2/pic/8a88ff63cbd4939948eaaf7f034d8477/549141007/549141007.jpg","Silencer","0"
"Orchard","http://music.taihe.com/album/318055975","1983-01-01","Marcos Valle","http://music.taihe.com/artist/709206","http://qukufile2.qianqian.com/data2/pic/42ff4843527b8d1766d52608b15d5ae6/318056201/318056201.jpg","Marcos Valle","0"
"2016","http://music.taihe.com/album/318140029","2016-10-19","Matteo Curallo","http://music.taihe.com/artist/239881976","http://qukufile2.qianqian.com/data2/pic/919267594832960c1e6b26a5df0ca61a/588486104/588486104.jpg","I Babysitter (Original Motion Picture Soundtrack)","1"
"Orchard","http://music.taihe.com/album/318182666","2006-03-21","Swingin' Swamis","http://music.taihe.com/artist/232671390","http://qukufile2.qianqian.com/data2/pic/820c50fda50726cc62468f61e285080e/318182698/318182698.jpg","Sookie! Sookie!","0"
"Orchard","http://music.taihe.com/album/318186372","2006-03-28","Susan Scott","http://music.taihe.com/artist/232672395","http://qukufile2.qianqian.com/data2/pic/14b4bcdd7f85ce59237a9d46fbbf57e4/318186373/318186373.jpg","Classical Dreams For The Celtic Harp","2"
"Orchard","http://music.taihe.com/album/318248706","2004-12-21","Tom Waits","http://music.taihe.com/artist/55273","http://qukufile2.qianqian.com/data2/pic/09665755e8b58a650cccde8c23d1acda/318248720/318248720.jpg","The Early Years Vol. 2","22"
